"store","websites","attribute_set","type","sku","category_ids","has_options","name","meta_title","meta_description","url_key","options_container","image_label","small_image_label","thumbnail_label","gift_message_available","bo_author","bo_ISBN","bo_binding","bo_isbn10","bo_language","bo_no_pg","bo_dimension","bo_illustrator","bo_edition","bo_rating","url_path","price","weight","description","short_description","meta_keyword","custom_layout_update","bo_publisher","bo_pu_date","status","tax_class_id","visibility","enable_googlecheckout","bo_int_shipping","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","image","small_image","thumbnail","custom_design","page_layout"
"admin","base","book","simple",140439145,17,0,"Selected Poems",,,"selected-poems","Block after Info Column",,,,"Use config","Dryden, John (Author); Zwicker, Steven N. (Editor); Bywaters, David (Editor)",140439145,"B-Trade Pbk",140439145,"English",592,,,,,"the-strange-case-of-dr-jekyll-and-mr-hyde.html",16,0.92,"Selected Poems","Selected Poems",,,"penguin",26/03/02 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Selected Poems",0,"simple",,,"/cover/0140439145.jpg","/cover/0140439145.jpg","/cover/0140439145.jpg",,
"admin","base","book","simple",140439188,4,0,"My Bondage and My Freedom",,,"my-bondage-and-my-freedom","Block after Info Column",,,,"Use config","Douglass, Frederick (Author); Smith, John David (Editor/introduction); Smith, John David (Notes by)",140439188,"B-Trade Pbk",140439188,"English",432,,,,,"selected-poems-1.html",12,0.61,"My Bondage and My Freedom","My Bondage and My Freedom",,,"penguin",02/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"My Bondage and My Freedom",0,"simple",,,"/cover/0140439188.jpg","/cover/0140439188.jpg","/cover/0140439188.jpg",,
"admin","base","book","simple",140439196,14,0,"The Art of War",,,"the-art-of-war","Block after Info Column",,,,"Use config","Sun-tzu (Author); Minford, John (Translator); Minford, John (Editor/introduction)",140439196,"B-Trade Pbk",140439196,"English",384,,,,,"my-bondage-and-my-freedom.html",15,0.9,"The Art of War","The Art of War",,,"penguin",26/08/03 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Art of War",0,"simple",,,"/cover/0140439196.jpg","/cover/0140439196.jpg","/cover/0140439196.jpg",,
"admin","base","book","simple",140439218,20,0,"The Protestant Ethic and the Spirit of Capitalism",,,"the-protestant-ethic-and-the-spirit-of-capitalism","Block after Info Column",,,,"Use config","Weber, Max (Author); Baehr, Peter (Editor/introduction); Baehr, Peter (Translator)",140439218,"B-Trade Pbk",140439218,"English",464,,,,,"the-art-of-war.html",17,0.66,"The Protestant Ethic and the Spirit of Capitalism","The Protestant Ethic and the Spirit of Capitalism",,,"penguin",30/04/02 00:00,"Enabled","None","Catalog, Search","Yes",1,13,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Protestant Ethic and the Spirit of Capitalism",0,"simple",,,"/cover/0140439218.jpg","/cover/0140439218.jpg","/cover/0140439218.jpg",,
"admin","base","book","simple",140439234,17,0,"A Hazard of New Fortunes",,,"a-hazard-of-new-fortunes","Block after Info Column",,,,"Use config","Howells, William Dean (Author); Lopate, Phillip (Introduction by)",140439234,"B-Trade Pbk",140439234,"English",480,,,,,"the-protestant-ethic-and-the-spirit-of-capitalism.html",16,0.84,"A Hazard of New Fortunes","A Hazard of New Fortunes",,,"penguin",12/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"A Hazard of New Fortunes",0,"simple",,,"/cover/0140439234.jpg","/cover/0140439234.jpg","/cover/0140439234.jpg",,
"admin","base","book","simple",140439242,17,0,"The Man in the Iron Mask",,,"the-man-in-the-iron-mask","Block after Info Column",,,,"Use config","Dumas pere, Alexandre (Author); Neugroschel, Joachim (Translator); Du Plessix-Gray, Francine (Introduction by)",140439242,"B-Trade Pbk",140439242,"English",496,,,,,"a-hazard-of-new-fortunes.html",16,0.78,"The Man in the Iron Mask","The Man in the Iron Mask",,,"penguin",25/03/03 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Man in the Iron Mask",0,"simple",,,"/cover/0140439242.jpg","/cover/0140439242.jpg","/cover/0140439242.jpg",,
"admin","base","book","simple",140439250,27,0,"Medieval Writings on Female Spirituality",,,"medieval-writings-on-female-spirituality","Block after Info Column",,,,"Use config","Various (Author); Spearing, Elizabeth (Editor)",140439250,"B-Trade Pbk",140439250,"English",320,,,,,"the-man-in-the-iron-mask.html",17,0.56,"Medieval Writings on Female Spirituality","Medieval Writings on Female Spirituality",,,"penguin",28/05/02 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Medieval Writings on Female Spirituality",0,"simple",,,"/cover/0140439250.jpg","/cover/0140439250.jpg","/cover/0140439250.jpg",,
"admin","base","book","simple",140439269,17,0,"The Mystery of Edwin Drood",,,"the-mystery-of-edwin-drood","Block after Info Column",,,,"Use config","Dickens, Charles (Author); Paroissien, David (Introduction by); Paroissien, David (Notes by)",140439269,"B-Trade Pbk",140439269,"English",432,,,,,"medieval-writings-on-female-spirituality.html",12,0.71,"The Mystery of Edwin Drood","The Mystery of Edwin Drood",,,"penguin",28/05/02 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Mystery of Edwin Drood",0,"simple",,,"/cover/0140439269.jpg","/cover/0140439269.jpg","/cover/0140439269.jpg",,
"admin","base","book","simple",140439897,17,0,"Chronicles of the Canongate",,,"chronicles-of-the-canongate","Block after Info Column",,,,"Use config","Scott, Walter (Author); Lamont, Claire (Editor/introduction)",140439897,"B-Trade Pbk",140439897,"English",480,,,,,"the-mystery-of-edwin-drood.html",16,0.79,"Chronicles of the Canongate","Chronicles of the Canongate",,,"penguin",30/09/03 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Chronicles of the Canongate",0,"simple",,,"/cover/0140439897.jpg","/cover/0140439897.jpg","/cover/0140439897.jpg",,
"admin","base","book","simple",140441247,14,0,"Chronicles of the Crusades",,,"chronicles-of-the-crusades","Block after Info Column",,,,"Use config","Joinville, Jean de (Author); Villehardouin, Geffroy de (Author); Shaw, Margaret R. B. (Translator)",140441247,"B-Trade Pbk",140441247,"English",368,,,,,"chronicles-of-the-canongate.html",16,0.57,"Chronicles of the Crusades","Chronicles of the Crusades",,,"penguin",30/08/63 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Chronicles of the Crusades",0,"simple",,,"/cover/0140441247.jpg","/cover/0140441247.jpg","/cover/0140441247.jpg",,
"admin","base","book","simple","014044582X",20,0,"The Last Days of Socrates",,,"the-last-days-of-socrates","Block after Info Column",,,,"Use config","Plato (Author); Tredennick, Hugh (Translator); Tarrant, Harold (Revised by)","014044582X","B-Trade Pbk","014044582X","English",272,,,,,"chronicles-of-the-crusades.html",11.95,0.44,"The Last Days of Socrates","The Last Days of Socrates",,,"penguin",12/01/93 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Last Days of Socrates",0,"simple",,,"/cover/014044582X.jpg","/cover/014044582X.jpg","/cover/014044582X.jpg",,
"admin","base","book","simple",140446869,17,0,"Micromegas and Other Short Fictions",,,"micromegas-and-other-short-fictions","Block after Info Column",,,,"Use config","Voltaire, Francois (Author); Cuffe, Theo (Translator); Mason, Haydn (Introduction by)",140446869,"B-Trade Pbk",140446869,"English",208,,,,,"the-last-days-of-socrates.html",11,0.36,"Micromegas and Other Short Fictions","Micromegas and Other Short Fictions",,,"penguin",27/08/02 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Micromegas and Other Short Fictions",0,"simple",,,"/cover/0140446869.jpg","/cover/0140446869.jpg","/cover/0140446869.jpg",,
"admin","base","book","simple",140447253,17,0,"Heracles and Other Plays",,,"heracles-and-other-plays","Block after Info Column",,,,"Use config","Euripides (Author); Davie, John (Translator); Rutherford, Richard (Introduction by)",140447253,"B-Trade Pbk",140447253,"English",416,,,,,"micromegas-and-other-short-fictions.html",11,0.56,"Heracles and Other Plays","Heracles and Other Plays",,,"penguin",27/08/02 00:00,"Enabled","None","Catalog, Search","Yes",1,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Heracles and Other Plays",0,"simple",,,"/cover/0140447253.jpg","/cover/0140447253.jpg","/cover/0140447253.jpg",,
"admin","base","book","simple",140447334,17,0,"Plays",,,"plays","Block after Info Column",,,,"Use config","Chekhov, Anton (Author); Carson, Peter (Translator); Gilman, Richard (Introduction by)",140447334,"B-Trade Pbk",140447334,"English",416,,,,,"heracles-and-other-plays.html",10,0.6,"Plays","Plays",,,"penguin",09/03/02 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Plays",0,"simple",,,"/cover/0140447334.jpg","/cover/0140447334.jpg","/cover/0140447334.jpg",,
"admin","base","book","simple",140447571,23,0,"The Communist Manifesto",,,"the-communist-manifesto","Block after Info Column",,,,"Use config","Marx, Karl (Author); Engels, Friedrich (Author); Jones, Gareth Stedman (Editor/introduction)",140447571,"B-Trade Pbk",140447571,"English",304,,,,,"plays.html",8,0.51,"The Communist Manifesto","The Communist Manifesto",,,"penguin",27/08/02 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Communist Manifesto",0,"simple",,,"/cover/0140447571.jpg","/cover/0140447571.jpg","/cover/0140447571.jpg",,
"admin","base","book","simple",140447628,27,0,"The Cloud of Unknowing and Other Works",,,"the-cloud-of-unknowing-and-other-works","Block after Info Column",,,,"Use config","Anonymous (Author); Spearing, A. C. (Translator)",140447628,"B-Trade Pbk",140447628,"English",208,,,,,"the-communist-manifesto.html",13,0.35,"The Cloud of Unknowing and Other Works","The Cloud of Unknowing and Other Works",,,"penguin",29/01/02 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Cloud of Unknowing and Other Works",0,"simple",,,"/cover/0140447628.jpg","/cover/0140447628.jpg","/cover/0140447628.jpg",,
"admin","base","book","simple",140447644,17,0,"The Red and the Black",,,"the-red-and-the-black","Block after Info Column",,,,"Use config","Stendhal (Author); Gard, Roger (Translator); Gard, Roger (Editor)",140447644,"B-Trade Pbk",140447644,"English",607,,,,,"the-cloud-of-unknowing-and-other-works.html",10,0.91,"The Red and the Black","The Red and the Black",,,"penguin",24/09/02 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Red and the Black",0,"simple",,,"/cover/0140447644.jpg","/cover/0140447644.jpg","/cover/0140447644.jpg",,
"admin","base","book","simple",140447679,17,0,"The Damned (La Bas)",,,"the-damned-la-bas","Block after Info Column",,,,"Use config","Huysmans, Joris-Karl (Author); Hale, Terry (Translator)",140447679,"B-Trade Pbk",140447679,"English",320,,,,,"the-red-and-the-black.html",13,0.54,"The Damned (La Bas)","The Damned (La Bas)",,,"penguin",29/01/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Damned (La Bas)",0,"simple",,,"/cover/0140447679.jpg","/cover/0140447679.jpg","/cover/0140447679.jpg",,
"admin","base","book","simple",140447695,17,0,"Njal's Saga",,,"njal-s-saga","Block after Info Column",,,,"Use config","Anonymous (Author); Cook, Robert (Editor); Cook, Robert (Translator)",140447695,"B-Trade Pbk",140447695,"English",384,,,,,"the-damned-la-bas.html",16,0.71,"Njal's Saga","Njal's Saga",,,"penguin",28/05/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Njal's Saga",0,"simple",,,"/cover/0140447695.jpg","/cover/0140447695.jpg","/cover/0140447695.jpg",,
"admin","base","book","simple",140447717,17,0,"Sagas of Warrior-Poets",,,"sagas-of-warrior-poets","Block after Info Column",,,,"Use config","Eiricksson, Leifur (Author); Whaley, Diana (Editor)",140447717,"B-Trade Pbk",140447717,"English",400,,,,,"njal-s-saga.html",16,0.71,"Sagas of Warrior-Poets","Sagas of Warrior-Poets",,,"penguin",29/10/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Sagas of Warrior-Poets",0,"simple",,,"/cover/0140447717.jpg","/cover/0140447717.jpg","/cover/0140447717.jpg",,
"admin","base","book","simple",140447830,17,0,"Au Bonheur des Dames",,,"au-bonheur-des-dames","Block after Info Column",,,,"Use config","Zola, Emile (Author); Buss, Robin (Translator)",140447830,"B-Trade Pbk",140447830,"English",464,,,,,"sagas-of-warrior-poets.html",15,0.71,"Au Bonheur des Dames","Au Bonheur des Dames",,,"penguin",26/02/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Au Bonheur des Dames",0,"simple",,,"/cover/0140447830.jpg","/cover/0140447830.jpg","/cover/0140447830.jpg",,
"admin","base","book","simple",140447857,17,0,"The Steppe and Other Stories, 1887-1891",,,"the-steppe-and-other-stories-1887-1891","Block after Info Column",,,,"Use config","Chekhov, Anton (Author); Wilks, Ronald (Translator); Rayfield, Donald (Introduction by)",140447857,"B-Trade Pbk",140447857,"English",416,,,,,"au-bonheur-des-dames.html",10,0.59,"The Steppe and Other Stories, 1887-1891","The Steppe and Other Stories, 1887-1891",,,"penguin",31/12/01 00:00,"Enabled","None","Catalog, Search","Yes",1,15,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Steppe and Other Stories, 1887-1891",0,"simple",,,"/cover/0140447857.jpg","/cover/0140447857.jpg","/cover/0140447857.jpg",,
"admin","base","book","simple",140447865,17,0,"Ward No. 6 and Other Stories, 1892-1895",,,"ward-no-6-and-other-stories-1892-1895","Block after Info Column",,,,"Use config","Chekhov, Anton (Author); Wilks, Ronald (Translator); Clayton, J. Douglas (Introduction by)",140447865,"B-Trade Pbk",140447865,"English",368,,,,,"the-steppe-and-other-stories-1887-1891.html",11,0.6,"Ward No. 6 and Other Stories, 1892-1895","Ward No. 6 and Other Stories, 1892-1895",,,"penguin",27/08/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Ward No. 6 and Other Stories, 1892-1895",0,"simple",,,"/cover/0140447865.jpg","/cover/0140447865.jpg","/cover/0140447865.jpg",,
"admin","base","book","simple",140447873,17,0,"Lady with the Little Dog and Other Stories, 1896-1904",,,"lady-with-the-little-dog-and-other-stories-1896-1904","Block after Info Column",,,,"Use config","Chekhov, Anton (Author); Wilks, Ronald (Translator); Debreczney, Paul (Introduction by)",140447873,"B-Trade Pbk",140447873,"English",384,,,,,"ward-no-6-and-other-stories-1892-1895.html",13,0.65,"Lady with the Little Dog and Other Stories, 1896-1904","Lady with the Little Dog and Other Stories, 1896-1904",,,"penguin",26/11/02 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Lady with the Little Dog and Other Stories, 1896-1904",0,"simple",,,"/cover/0140447873.jpg","/cover/0140447873.jpg","/cover/0140447873.jpg",,
"admin","base","book","simple",140447881,17,0,"Beowulf",,,"beowulf","Block after Info Column",,,,"Use config","Anonymous (Author); Alexander, Michael (Translator)",140447881,"B-Trade Pbk",140447881,"English",192,,,,,"lady-with-the-little-dog-and-other-stories-1896-1904.html",10,0.34,"Beowulf","Beowulf",,,"penguin",10/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Beowulf",0,"simple",,,"/cover/0140447881.jpg","/cover/0140447881.jpg","/cover/0140447881.jpg",,
"admin","base","book","simple",140447946,17,0,"The Iliad",,,"the-iliad","Block after Info Column",,,,"Use config","Homer (Author); Rieu, E. V. (Translator); Jones, Peter (Revised by)",140447946,"B-Trade Pbk",140447946,"English",576,,,,,"beowulf.html",13,0.85,"The Iliad","The Iliad",,,"penguin",29/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Iliad",0,"simple",,,"/cover/0140447946.jpg","/cover/0140447946.jpg","/cover/0140447946.jpg",,
"admin","base","book","simple",140448012,17,0,"A Literary Review",,,"a-literary-review","Block after Info Column",,,,"Use config","Kierkegaard, Soren (Author); Hannay, Alastair (Translator)",140448012,"B-Trade Pbk",140448012,"English",160,,,,,"the-iliad.html",15,0.28,"A Literary Review","A Literary Review",,,"penguin",26/03/02 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"A Literary Review",0,"simple",,,"/cover/0140448012.jpg","/cover/0140448012.jpg","/cover/0140448012.jpg",,
"admin","base","book","simple",140448098,14,0,"The Early History of Rome",,,"the-early-history-of-rome","Block after Info Column",,,,"Use config","Livy, Titus (Author); De Selincourt, Aubrey (Translator); Oakley, Stephen (Preface by)",140448098,"B-Trade Pbk",140448098,"English",528,,,,,"a-literary-review.html",16,0.8,"The Early History of Rome","The Early History of Rome",,,"penguin",25/06/02 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Early History of Rome",0,"simple",,,"/cover/0140448098.jpg","/cover/0140448098.jpg","/cover/0140448098.jpg",,
"admin","base","book","simple",140448144,17,0,"Lysistrata and Other Plays",,,"lysistrata-and-other-plays","Block after Info Column",,,,"Use config","Aristophanes (Author); Sommerstein, Alan H. (Translator)",140448144,"B-Trade Pbk",140448144,"English",304,,,,,"the-early-history-of-rome.html",9,0.5,"Lysistrata and Other Plays","Lysistrata and Other Plays",,,"penguin",29/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Lysistrata and Other Plays",0,"simple",,,"/cover/0140448144.jpg","/cover/0140448144.jpg","/cover/0140448144.jpg",,
"admin","base","book","simple",140448152,20,0,"Early Greek Philosophy",,,"early-greek-philosophy","Block after Info Column",,,,"Use config","Various (Author); Barnes, Jonathan (Translator)",140448152,"B-Trade Pbk",140448152,"English",336,,,,,"lysistrata-and-other-plays.html",15,0.52,"Early Greek Philosophy","Early Greek Philosophy",,,"penguin",26/11/02 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Early Greek Philosophy",0,"simple",,,"/cover/0140448152.jpg","/cover/0140448152.jpg","/cover/0140448152.jpg",,
"admin","base","book","simple",140448926,17,0,"The Black Tulip",,,"the-black-tulip","Block after Info Column",,,,"Use config","Dumas pere, Alexandre (Author); Buss, Robin (Translator); Buss, Robin (Introduction by)",140448926,"B-Trade Pbk",140448926,"English",288,,,,,"early-greek-philosophy.html",13,0.49,"The Black Tulip","The Black Tulip",,,"penguin",26/08/03 00:00,"Enabled","None","Catalog, Search","Yes",1,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Black Tulip",0,"simple",,,"/cover/0140448926.jpg","/cover/0140448926.jpg","/cover/0140448926.jpg",,
"admin","base","book","simple",140449000,17,0,"Lazarillo de Tormes and The Swindler",,,"lazarillo-de-tormes-and-the-swindler","Block after Info Column",,,,"Use config","Anonymous (Author); Alpert, Michael (Translator); Alpert, Michael (Introduction by)",140449000,"B-Trade Pbk",140449000,"English",240,,,,,"the-black-tulip.html",15,0.41,"Lazarillo de Tormes and The Swindler","Lazarillo de Tormes and The Swindler",,,"penguin",26/08/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Lazarillo de Tormes and The Swindler",0,"simple",,,"/cover/0140449000.jpg","/cover/0140449000.jpg","/cover/0140449000.jpg",,
"admin","base","book","simple",140449086,14,0,"The Histories",,,"the-histories","Block after Info Column",,,,"Use config","Herodotus (Author); Marincola, John M. (Introduction by); Marincola, John M. (Notes by)",140449086,"B-Trade Pbk",140449086,"English",784,,,,,"lazarillo-de-tormes-and-the-swindler.html",11,1.17,"The Histories","The Histories",,,"penguin",29/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Histories",0,"simple",,,"/cover/0140449086.jpg","/cover/0140449086.jpg","/cover/0140449086.jpg",,
"admin","base","book","simple",140449108,20,0,"Utopia",,,"utopia","Block after Info Column",,,,"Use config","More, Thomas (Author); Turner, Paul (Translator); Turner, Paul (Introduction by)",140449108,"B-Trade Pbk",140449108,"English",176,,,,,"the-histories.html",10,0.31,"Utopia","Utopia",,,"penguin",05/06/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Utopia",0,"simple",,,"/cover/0140449108.jpg","/cover/0140449108.jpg","/cover/0140449108.jpg",,
"admin","base","book","simple",140449116,17,0,"The Odyssey",,,"the-odyssey","Block after Info Column",,,,"Use config","Homer (Author); Rieu, E. V. (Translator); Rieu, D. C. H. (Revised by)",140449116,"B-Trade Pbk",140449116,"English",416,,,,,"utopia.html",13,0.7,"The Odyssey","The Odyssey",,,"penguin",29/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Odyssey",0,"simple",,,"/cover/0140449116.jpg","/cover/0140449116.jpg","/cover/0140449116.jpg",,
"admin","base","book","simple",140449124,17,0,"Madame Bovary",,,"madame-bovary","Block after Info Column",,,,"Use config","Flaubert, Gustave (Author); Wall, Geoffrey (Translator); Roberts, Michele (Preface by)",140449124,"B-Trade Pbk",140449124,"English",384,,,,,"the-odyssey.html",12,0.64,"Madame Bovary","Madame Bovary",,,"penguin",31/12/02 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Madame Bovary",0,"simple",,,"/cover/0140449124.jpg","/cover/0140449124.jpg","/cover/0140449124.jpg",,
"admin","base","book","simple",140449132,17,0,"Crime and Punishment",,,"crime-and-punishment","Block after Info Column",,,,"Use config","Dostoyevsky, Fyodor (Author); McDuff, David (Translator); McDuff, David (Introduction by)",140449132,"B-Trade Pbk",140449132,"English",718,,,,,"madame-bovary.html",14,1.09,"Crime and Punishment","Crime and Punishment",,,"penguin",31/12/02 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Crime and Punishment",0,"simple",,,"/cover/0140449132.jpg","/cover/0140449132.jpg","/cover/0140449132.jpg",,
"admin","base","book","simple",140449140,20,0,"The Republic",,,"the-republic","Block after Info Column",,,,"Use config","Plato (Author); Lee, Desmond (Translator); Kamtekar, Rachana (Bibliography)",140449140,"B-Trade Pbk",140449140,"English",496,,,,,"crime-and-punishment.html",10,0.75,"The Republic","The Republic",,,"penguin",25/02/03 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Republic",0,"simple",,,"/cover/0140449140.jpg","/cover/0140449140.jpg","/cover/0140449140.jpg",,
"admin","base","book","simple",140449159,17,0,"The Prince",,,"the-prince","Block after Info Column",,,,"Use config","Machiavelli, Niccolo (Author); Bull, George (Translator); Grafton, Anthony (Introduction by)",140449159,"B-Trade Pbk",140449159,"English",144,,,,,"the-republic.html",7,0.26,"The Prince","The Prince",,,"penguin",02/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Prince",0,"simple",,,"/cover/0140449159.jpg","/cover/0140449159.jpg","/cover/0140449159.jpg",,
"admin","base","book","simple",140449183,27,0,"The Bhagavad Gita",,,"the-bhagavad-gita","Block after Info Column",,,,"Use config","Anonymous (Author); Mascaro, Juan (Translator); Brodbeck, Simon (Introduction by)",140449183,"B-Trade Pbk",140449183,"English",160,,,,,"the-prince.html",10,0.26,"The Bhagavad Gita","The Bhagavad Gita",,,"penguin",25/02/03 00:00,"Enabled","None","Catalog, Search","Yes",1,17,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Bhagavad Gita",0,"simple",,,"/cover/0140449183.jpg","/cover/0140449183.jpg","/cover/0140449183.jpg",,
"admin","base","book","simple",140449191,17,0,"The Epic of Gilgamesh",,,"the-epic-of-gilgamesh","Block after Info Column",,,,"Use config","Anonymous (Author); George, Andrew (Translator); George, Andrew (Introduction by)",140449191,"B-Trade Pbk",140449191,"English",304,,,,,"the-bhagavad-gita.html",12,0.51,"The Epic of Gilgamesh","The Epic of Gilgamesh",,,"penguin",29/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Epic of Gilgamesh",0,"simple",,,"/cover/0140449191.jpg","/cover/0140449191.jpg","/cover/0140449191.jpg",,
"admin","base","book","simple",140449205,27,0,"The Koran",,,"the-koran","Block after Info Column",,,,"Use config","Anonymous (Author); Dawood, N. J. (Translator); Dawood, N. J. (Introduction by)",140449205,"B-Trade Pbk",140449205,"English",464,,,,,"the-epic-of-gilgamesh.html",12,0.71,"The Koran","The Koran",,,"penguin",28/09/04 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Koran",0,"simple",,,"/cover/0140449205.jpg","/cover/0140449205.jpg","/cover/0140449205.jpg",,
"admin","base","book","simple",140449213,4,0,"The Twelve Caesars",,,"the-twelve-caesars","Block after Info Column",,,,"Use config","Suetonius (Author); Graves, Robert (Translator); Grant, Michael (Revised by)",140449213,"B-Trade Pbk",140449213,"English",384,,,,,"the-koran.html",15,0.64,"The Twelve Caesars","The Twelve Caesars",,,"penguin",05/06/03 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Twelve Caesars",0,"simple",,,"/cover/0140449213.jpg","/cover/0140449213.jpg","/cover/0140449213.jpg",,
"admin","base","book","simple",141180250,17,0,"Passing",,,"passing","Block after Info Column",,,,"Use config","Larsen, Nella (Author); Davis, Thadious M. (Editor/introduction); Davis, Thadious M. (Notes by)",141180250,"B-Trade Pbk",141180250,"English",160,,,,,"the-twelve-caesars.html",10,0.28,"Passing","Passing",,,"penguin",09/01/97 00:00,"Enabled","None","Catalog, Search","Yes",1,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Passing",0,"simple",,,"/cover/0141180250.jpg","/cover/0141180250.jpg","/cover/0141180250.jpg",,
